ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link,Status
1,Two Sum,45.6%,Easy,2.4883960324530268, https://leetcode.com/problems/two-sum, Done
2,Add Two Numbers,33.9%,Medium,2.269636101391722, https://leetcode.com/problems/add-two-numbers, Done
4,Median of Two Sorted Arrays,29.6%,Hard,2.050876170330417, https://leetcode.com/problems/median-of-two-sorted-arrays, Done
741,Cherry Pickup,33.9%,Hard,1.8321162392691122, https://leetcode.com/problems/cherry-pickup, Todo
3,Longest Substring Without Repeating Characters,30.4%,Medium,1.8014105894541743, https://leetcode.com/problems/longest-substring-without-repeating-characters, Todo
7,Reverse Integer,25.8%,Easy,1.73297236373911, https://leetcode.com/problems/reverse-integer, Todo
175,Combine Two Tables,60.8%,Easy,1.6956988952705778, https://leetcode.com/problems/combine-two-tables, Todo
21,Merge Two Sorted Lists,53.5%,Easy,1.5676206155174264, https://leetcode.com/problems/merge-two-sorted-lists, Todo
5,Longest Palindromic Substring,29.5%,Medium,1.5174071915824883, https://leetcode.com/problems/longest-palindromic-substring, Todo
15,3Sum,26.8%,Medium,1.4894785973551214, https://leetcode.com/problems/3sum, Todo
13,Roman to Integer,55.7%,Easy,1.4339144225059055, https://leetcode.com/problems/roman-to-integer, Todo
6,ZigZag Conversion,36.3%,Medium,1.2151544914446004, https://leetcode.com/problems/zigzag-conversion, Todo
195,Tenth Line,33.0%,Easy,1.1862816902916034, https://leetcode.com/problems/tenth-line, Todo
53,Maximum Subarray,46.5%,Easy,1.1698468033916782, https://leetcode.com/problems/maximum-subarray, Todo
192,Word Frequency,25.8%,Medium,1.1542304443345712, https://leetcode.com/problems/word-frequency, Todo
11,Container With Most Water,50.8%,Medium,1.1498172467169137, https://leetcode.com/problems/container-with-most-water, Todo
146,LRU Cache,33.2%,Medium,1.1414840541705635, https://leetcode.com/problems/lru-cache, Todo
14,Longest Common Prefix,35.4%,Easy,1.0701063949652634, https://leetcode.com/problems/longest-common-prefix, Todo
9,Palindrome Number,48.4%,Easy,1.0389585830023096, https://leetcode.com/problems/palindrome-number, Todo
292,Nim Game,54.9%,Easy,1.0340435601569165, https://leetcode.com/problems/nim-game, Todo
206,Reverse Linked List,62.5%,Easy,0.9491844552172142, https://leetcode.com/problems/reverse-linked-list, Todo
22,Generate Parentheses,62.7%,Medium,0.9146285119909732, https://leetcode.com/problems/generate-parentheses, Todo
312,Burst Balloons,51.8%,Hard,0.8978937096587362, https://leetcode.com/problems/burst-balloons, Todo
771,Jewels and Stones,86.4%,Easy,0.8045122974235372, https://leetcode.com/problems/jewels-and-stones, Todo
18,4Sum,33.7%,Medium,0.7870176048739561, https://leetcode.com/problems/4sum, Todo
344,Reverse String,68.5%,Easy,0.7803563983565922, https://leetcode.com/problems/reverse-string, Todo
20,Valid Parentheses,39.0%,Easy,0.7728842221115333, https://leetcode.com/problems/valid-parentheses, Todo
23,Merge k Sorted Lists,40.2%,Hard,0.744432863023671, https://leetcode.com/problems/merge-k-sorted-lists, Todo
42,Trapping Rain Water,48.9%,Hard,0.7166320474707057, https://leetcode.com/problems/trapping-rain-water, Todo
274,H-Index,36.1%,Medium,0.7105315488308892, https://leetcode.com/problems/h-index, Todo
595,Big Countries,77.3%,Easy,0.6960898016141428, https://leetcode.com/problems/big-countries, Todo
76,Minimum Window Substring,34.6%,Hard,0.641927908156958, https://leetcode.com/problems/minimum-window-substring, Todo
10,Regular Expression Matching,26.8%,Hard,0.6273817982285409, https://leetcode.com/problems/regular-expression-matching, Todo
386,Lexicographical Numbers,51.6%,Medium,0.626946543403964, https://leetcode.com/problems/lexicographical-numbers, Todo
214,Shortest Palindrome,29.8%,Hard,0.6257058997644127, https://leetcode.com/problems/shortest-palindrome, Todo
561,Array Partition I,72.0%,Easy,0.6209795294618357, https://leetcode.com/problems/array-partition-i, Todo
12,Integer to Roman,55.1%,Medium,0.618907369249803, https://leetcode.com/problems/integer-to-roman, Todo
88,Merge Sorted Array,39.4%,Easy,0.5992604670982806, https://leetcode.com/problems/merge-sorted-array, Todo
177,Nth Highest Salary,31.4%,Medium,0.5957174923400869, https://leetcode.com/problems/nth-highest-salary, Todo
8,String to Integer (atoi),15.4%,Medium,0.5871742950115802, https://leetcode.com/problems/string-to-integer-atoi, Todo
46,Permutations,63.5%,Medium,0.5710040142718329, https://leetcode.com/problems/permutations, Todo
201,Bitwise AND of Numbers Range,39.4%,Medium,0.5616591289700842, https://leetcode.com/problems/bitwise-and-of-numbers-range, Todo
176,Second Highest Salary,31.6%,Easy,0.5550999082992657, https://leetcode.com/problems/second-highest-salary, Todo
54,Spiral Matrix,34.1%,Medium,0.5477790799646545, https://leetcode.com/problems/spiral-matrix, Todo
238,Product of Array Except Self,60.1%,Medium,0.5410045911404007, https://leetcode.com/problems/product-of-array-except-self, Todo
315,Count of Smaller Numbers After Self,41.5%,Hard,0.5355270510063105, https://leetcode.com/problems/count-of-smaller-numbers-after-self, Todo
85,Maximal Rectangle,37.7%,Hard,0.505442030682518, https://leetcode.com/problems/maximal-rectangle, Todo
41,First Missing Positive,32.0%,Hard,0.4966396105083198, https://leetcode.com/problems/first-missing-positive, Todo
38,Count and Say,44.6%,Easy,0.4926620533465078, https://leetcode.com/problems/count-and-say, Todo
322,Coin Change,35.5%,Medium,0.48915086353512044, https://leetcode.com/problems/coin-change, Todo
237,Delete Node in a Linked List,63.8%,Easy,0.4849621131760714, https://leetcode.com/problems/delete-node-in-a-linked-list, Todo
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.47900593564253346, https://leetcode.com/problems/best-time-to-buy-and-sell-stock, Todo
32,Longest Valid Parentheses,28.4%,Hard,0.4610968040943131, https://leetcode.com/problems/longest-valid-parentheses, Todo
420,Strong Password Checker,14.0%,Hard,0.4491177382659011, https://leetcode.com/problems/strong-password-checker, Todo
136,Single Number,65.5%,Easy,0.44677265180412157, https://leetcode.com/problems/single-number, Todo
148,Sort List,42.3%,Medium,0.4396170196774987, https://leetcode.com/problems/sort-list, Todo
82,Remove Duplicates from Sorted List II,36.8%,Medium,0.4392651170596573, https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii, Todo
16,3Sum Closest,46.0%,Medium,0.43554023176972845, https://leetcode.com/problems/3sum-closest, Todo
45,Jump Game II,30.6%,Hard,0.4315020818911597, https://leetcode.com/problems/jump-game-ii, Todo
535,Encode and Decode TinyURL,79.9%,Medium,0.4221173972425086, https://leetcode.com/problems/encode-and-decode-tinyurl, Todo
96,Unique Binary Search Trees,52.9%,Medium,0.42021191912831435, https://leetcode.com/problems/unique-binary-search-trees, Todo
92,Reverse Linked List II,38.8%,Medium,0.414508648004485, https://leetcode.com/problems/reverse-linked-list-ii, Todo
30,Substring with Concatenation of All Words,25.4%,Hard,0.41194709630297865, https://leetcode.com/problems/substring-with-concatenation-of-all-words, Todo
33,Search in Rotated Sorted Array,34.5%,Medium,0.40912496149364885, https://leetcode.com/problems/search-in-rotated-sorted-array, Todo
64,Minimum Path Sum,54.5%,Medium,0.4040299464061684, https://leetcode.com/problems/minimum-path-sum, Todo
279,Perfect Squares,47.4%,Medium,0.3741145782240884, https://leetcode.com/problems/perfect-squares, Todo
24,Swap Nodes in Pairs,50.4%,Medium,0.3722036149739704, https://leetcode.com/problems/swap-nodes-in-pairs, Todo
343,Integer Break,50.4%,Medium,0.3649680588757168, https://leetcode.com/problems/integer-break, Todo
31,Next Permutation,32.6%,Medium,0.3605125693237505, https://leetcode.com/problems/next-permutation, Todo
131,Palindrome Partitioning,47.5%,Medium,0.35313350367645147, https://leetcode.com/problems/palindrome-partitioning, Todo
141,Linked List Cycle,41.1%,Easy,0.3531074716115724, https://leetcode.com/problems/linked-list-cycle, Todo
200,Number of Islands,46.8%,Medium,0.348349251262677, https://leetcode.com/problems/number-of-islands, Todo
71,Simplify Path,32.6%,Medium,0.3434734320801965, https://leetcode.com/problems/simplify-path, Todo
138,Copy List with Random Pointer,36.4%,Medium,0.33465187471019453, https://leetcode.com/problems/copy-list-with-random-pointer, Todo
74,Search a 2D Matrix,36.5%,Medium,0.3339887638543654, https://leetcode.com/problems/search-a-2d-matrix, Todo
155,Min Stack,44.5%,Easy,0.32611635610879774, https://leetcode.com/problems/min-stack, Todo
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.32413298661344175, https://leetcode.com/problems/remove-duplicates-from-sorted-array, Todo
169,Majority Element,58.7%,Easy,0.32361893795459934, https://leetcode.com/problems/majority-element, Todo
37,Sudoku Solver,43.6%,Hard,0.31644637012330246, https://leetcode.com/problems/sudoku-solver, Todo
48,Rotate Image,56.7%,Medium,0.31414864563994416, https://leetcode.com/problems/rotate-image, Todo
152,Maximum Product Subarray,31.7%,Medium,0.3065980377658154, https://leetcode.com/problems/maximum-product-subarray, Todo
706,Design HashMap,61.3%,Easy,0.30607943759149703, https://leetcode.com/problems/design-hashmap, Todo
378,Kth Smallest Element in a Sorted Matrix,54.3%,Medium,0.303069224638031, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix, Todo
115,Distinct Subsequences,38.3%,Hard,0.29662714656570494, https://leetcode.com/problems/distinct-subsequences, Todo
44,Wildcard Matching,24.7%,Hard,0.29635426006094184, https://leetcode.com/problems/wildcard-matching, Todo
198,House Robber,42.0%,Easy,0.29249400591952035, https://leetcode.com/problems/house-robber, Todo
329,Longest Increasing Path in a Matrix,43.4%,Hard,0.29062882263712253, https://leetcode.com/problems/longest-increasing-path-in-a-matrix, Todo
78,Subsets,62.0%,Medium,0.28775134131891633, https://leetcode.com/problems/subsets, Todo
234,Palindrome Linked List,39.3%,Easy,0.2838977996794123, https://leetcode.com/problems/palindrome-linked-list, Todo
139,Word Break,40.1%,Medium,0.2746475346554156, https://leetcode.com/problems/word-break, Todo
25,Reverse Nodes in k-Group,42.1%,Hard,0.2704051213089347, https://leetcode.com/problems/reverse-nodes-in-k-group, Todo
929,Unique Email Addresses,67.4%,Easy,0.26920579628420777, https://leetcode.com/problems/unique-email-addresses, Todo
204,Count Primes,31.5%,Easy,0.2622550703201888, https://leetcode.com/problems/count-primes, Todo
543,Diameter of Binary Tree,48.4%,Easy,0.26178095627491565, https://leetcode.com/problems/diameter-of-binary-tree, Todo
197,Rising Temperature,38.4%,Easy,0.2576203889657197, https://leetcode.com/problems/rising-temperature, Todo
448,Find All Numbers Disappeared in an Array,55.9%,Easy,0.2554000407912253, https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array, Todo
446,Arithmetic Slices II - Subsequence,32.7%,Hard,0.25416851512733507, https://leetcode.com/problems/arithmetic-slices-ii-subsequence, Todo
101,Symmetric Tree,46.8%,Easy,0.24399082697231922, https://leetcode.com/problems/symmetric-tree, Todo
70,Climbing Stairs,47.8%,Easy,0.24304459408434126, https://leetcode.com/problems/climbing-stairs, Todo
389,Find the Difference,55.3%,Easy,0.2421400520048648, https://leetcode.com/problems/find-the-difference, Todo
1096,Brace Expansion II,62.2%,Hard,0.2363887780642304, https://leetcode.com/problems/brace-expansion-ii, Todo
51,N-Queens,46.6%,Hard,0.2346473757956944, https://leetcode.com/problems/n-queens, Todo
137,Single Number II,52.4%,Medium,0.22735779159844866, https://leetcode.com/problems/single-number-ii, Todo
56,Merge Intervals,39.3%,Medium,0.22422141863227835, https://leetcode.com/problems/merge-intervals, Todo
19,Remove Nth Node From End of List,35.2%,Medium,0.22280456303687612, https://leetcode.com/problems/remove-nth-node-from-end-of-list, Todo
49,Group Anagrams,56.9%,Medium,0.21827224887849583, https://leetcode.com/problems/group-anagrams, Todo
795,Number of Subarrays with Bounded Maximum,46.3%,Medium,0.2171959803892134, https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum, Todo
268,Missing Number,51.7%,Easy,0.2148904095574893, https://leetcode.com/problems/missing-number, Todo
105,Construct Binary Tree from Preorder and Inorder Traversal,48.8%,Medium,0.2138725437818616, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal, Todo
81,Search in Rotated Sorted Array II,33.0%,Medium,0.21357410029805904, https://leetcode.com/problems/search-in-rotated-sorted-array-ii, Todo
142,Linked List Cycle II,37.3%,Medium,0.21278213647158528, https://leetcode.com/problems/linked-list-cycle-ii, Todo
143,Reorder List,37.1%,Medium,0.21178045827645292, https://leetcode.com/problems/reorder-list, Todo
229,Majority Element II,35.6%,Medium,0.21162970925187066, https://leetcode.com/problems/majority-element-ii, Todo
124,Binary Tree Maximum Path Sum,34.3%,Hard,0.21055599204217199, https://leetcode.com/problems/binary-tree-maximum-path-sum, Todo
236,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,0.2082667520997665, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree, Todo
240,Search a 2D Matrix II,43.2%,Medium,0.20722300789490636, https://leetcode.com/problems/search-a-2d-matrix-ii, Todo
128,Longest Consecutive Sequence,45.1%,Hard,0.20483650886956722, https://leetcode.com/problems/longest-consecutive-sequence, Todo
220,Contains Duplicate III,20.9%,Medium,0.20432784239539936, https://leetcode.com/problems/contains-duplicate-iii, Todo
202,Happy Number,50.4%,Easy,0.2040083108839691, https://leetcode.com/problems/happy-number, Todo
728,Self Dividing Numbers,74.3%,Easy,0.20271151249700387, https://leetcode.com/problems/self-dividing-numbers, Todo
395,Longest Substring with At Least K Repeating Characters,41.4%,Medium,0.19944370144318244, https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters, Todo
836,Rectangle Overlap,48.6%,Easy,0.19944370144318244, https://leetcode.com/problems/rectangle-overlap, Todo
65,Valid Number,15.3%,Hard,0.18904265746703205, https://leetcode.com/problems/valid-number, Todo
178,Rank Scores,45.8%,Medium,0.18843907402659216, https://leetcode.com/problems/rank-scores, Todo
219,Contains Duplicate II,37.7%,Easy,0.18696862869341266, https://leetcode.com/problems/contains-duplicate-ii, Todo
29,Divide Two Integers,16.4%,Medium,0.18695459519599733, https://leetcode.com/problems/divide-two-integers, Todo
199,Binary Tree Right Side View,54.1%,Medium,0.18661020557359304, https://leetcode.com/problems/binary-tree-right-side-view, Todo
739,Daily Temperatures,63.3%,Medium,0.1858025928756317, https://leetcode.com/problems/daily-temperatures, Todo
72,Edit Distance,44.8%,Hard,0.18554648786569794, https://leetcode.com/problems/edit-distance, Todo
181,Employees Earning More Than Their Managers,56.9%,Easy,0.18496356625679328, https://leetcode.com/problems/employees-earning-more-than-their-managers, Todo
61,Rotate List,30.0%,Medium,0.18398268674403112, https://leetcode.com/problems/rotate-list, Todo
50,Pow(x;n),30.3%,Medium,0.18397417464169494, https://leetcode.com/problems/powx-n, Todo
221,Maximal Square,37.7%,Medium,0.1833146055349465, https://leetcode.com/problems/maximal-square, Todo
239,Sliding Window Maximum,43.0%,Hard,0.18086662630782, https://leetcode.com/problems/sliding-window-maximum, Todo
112,Path Sum,41.2%,Easy,0.18019396942949986, https://leetcode.com/problems/path-sum, Todo
368,Largest Divisible Subset,38.0%,Medium,0.17613915688563714, https://leetcode.com/problems/largest-divisible-subset, Todo
415,Add Strings,47.5%,Easy,0.17429245611868044, https://leetcode.com/problems/add-strings, Todo
300,Longest Increasing Subsequence,42.6%,Medium,0.17397326740248337, https://leetcode.com/problems/longest-increasing-subsequence, Todo
122,Best Time to Buy and Sell Stock II,57.0%,Easy,0.17312279156285693, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii, Todo
725,Split Linked List in Parts,52.2%,Medium,0.17265583404226165, https://leetcode.com/problems/split-linked-list-in-parts, Todo
856,Score of Parentheses,60.5%,Medium,0.17135825199668508, https://leetcode.com/problems/score-of-parentheses, Todo
560,Subarray Sum Equals K,43.9%,Medium,0.1665261146132014, https://leetcode.com/problems/subarray-sum-equals-k, Todo
91,Decode Ways,24.7%,Medium,0.1664322442258041, https://leetcode.com/problems/decode-ways, Todo
412,Fizz Buzz,62.3%,Easy,0.16533767872713678, https://leetcode.com/problems/fizz-buzz, Todo
1010,Pairs of Songs With Total Durations Divisible by 60,47.4%,Easy,0.15765117803680806, https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60, Todo
28,Implement strStr(),34.5%,Easy,0.15437642620216585, https://leetcode.com/problems/implement-strstr, Todo
62,Unique Paths,54.1%,Medium,0.15421684583780285, https://leetcode.com/problems/unique-paths, Todo
218,The Skyline Problem,34.6%,Hard,0.14953173397096375, https://leetcode.com/problems/the-skyline-problem, Todo
217,Contains Duplicate,56.0%,Easy,0.149082410987406, https://leetcode.com/problems/contains-duplicate, Todo
83,Remove Duplicates from Sorted List,45.4%,Easy,0.14784842578508967, https://leetcode.com/problems/remove-duplicates-from-sorted-list, Todo
168,Excel Sheet Column Title,31.1%,Easy,0.14624550032014502, https://leetcode.com/problems/excel-sheet-column-title, Todo
95,Unique Binary Search Trees II,40.6%,Medium,0.14236392393156927, https://leetcode.com/problems/unique-binary-search-trees-ii, Todo
55,Jump Game,34.6%,Medium,0.14177401548857888, https://leetcode.com/problems/jump-game, Todo
375,Guess Number Higher or Lower II,40.3%,Medium,0.1391128024627178, https://leetcode.com/problems/guess-number-higher-or-lower-ii, Todo
554,Brick Wall,50.0%,Medium,0.1384696742651052, https://leetcode.com/problems/brick-wall, Todo
726,Number of Atoms,49.0%,Hard,0.13804422079620546, https://leetcode.com/problems/number-of-atoms, Todo
125,Valid Palindrome,36.7%,Easy,0.13416684727631417, https://leetcode.com/problems/valid-palindrome, Todo
987,Vertical Order Traversal of a Binary Tree,36.6%,Medium,0.13360431878681564, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree, Todo
110,Balanced Binary Tree,43.5%,Easy,0.13348731548952925, https://leetcode.com/problems/balanced-binary-tree, Todo
35,Search Insert Position,42.6%,Easy,0.13181240319984847, https://leetcode.com/problems/search-insert-position, Todo
1190,Reverse Substrings Between Each Pair of Parentheses,61.5%,Medium,0.1304306149462744, https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses, Todo
287,Find the Duplicate Number,55.5%,Medium,0.1291950147327505, https://leetcode.com/problems/find-the-duplicate-number, Todo
278,First Bad Version,35.7%,Easy,0.1267677952000762, https://leetcode.com/problems/first-bad-version, Todo
84,Largest Rectangle in Histogram,35.2%,Hard,0.12570469475928556, https://leetcode.com/problems/largest-rectangle-in-histogram, Todo
224,Basic Calculator,36.8%,Hard,0.12435274487954455, https://leetcode.com/problems/basic-calculator, Todo
235,Lowest Common Ancestor of a Binary Search Tree,49.9%,Easy,0.12399764165657076, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree, Todo
107,Binary Tree Level Order Traversal II,53.5%,Easy,0.122658088838636, https://leetcode.com/problems/binary-tree-level-order-traversal-ii, Todo
1114,Print in Order,65.7%,Easy,0.12136085700426744, https://leetcode.com/problems/print-in-order, Todo
93,Restore IP Addresses,35.6%,Medium,0.11756123239496619, https://leetcode.com/problems/restore-ip-addresses, Todo
316,Remove Duplicate Letters,35.8%,Hard,0.1165801830326188, https://leetcode.com/problems/remove-duplicate-letters, Todo
191,Number of 1 Bits,49.8%,Easy,0.11333538213170377, https://leetcode.com/problems/number-of-1-bits, Todo
104,Maximum Depth of Binary Tree,66.0%,Easy,0.11149742514307986, https://leetcode.com/problems/maximum-depth-of-binary-tree, Todo
40,Combination Sum II,48.2%,Medium,0.11145356111123644, https://leetcode.com/problems/combination-sum-ii, Todo
1108,Defanging an IP Address,87.5%,Easy,0.1113224686534394, https://leetcode.com/problems/defanging-an-ip-address, Todo
295,Find Median from Data Stream,44.3%,Hard,0.10502147513923703, https://leetcode.com/problems/find-median-from-data-stream, Todo
98,Validate Binary Search Tree,27.8%,Medium,0.1008693132143216, https://leetcode.com/problems/validate-binary-search-tree, Todo
283,Move Zeroes,57.8%,Easy,0.09896140984010138, https://leetcode.com/problems/move-zeroes, Todo
617,Merge Two Binary Trees,74.1%,Easy,0.09679876601677688, https://leetcode.com/problems/merge-two-binary-trees, Todo
59,Spiral Matrix II,53.9%,Medium,0.09483978737982436, https://leetcode.com/problems/spiral-matrix-ii, Todo
66,Plus One,43.0%,Easy,0.09425513144914506, https://leetcode.com/problems/plus-one, Todo
215,Kth Largest Element in an Array,55.4%,Medium,0.09326418878681669, https://leetcode.com/problems/kth-largest-element-in-an-array, Todo
257,Binary Tree Paths,51.5%,Easy,0.09040028430515686, https://leetcode.com/problems/binary-tree-paths, Todo
185,Department Top Three Salaries,34.5%,Hard,0.08593583151429968, https://leetcode.com/problems/department-top-three-salaries, Todo
73,Set Matrix Zeroes,43.1%,Medium,0.08271965106891821, https://leetcode.com/problems/set-matrix-zeroes, Todo
387,First Unique Character in a String,53.4%,Easy,0.08151765202603821, https://leetcode.com/problems/first-unique-character-in-a-string, Todo
118,Pascal's Triangle,52.5%,Easy,0.07970401164997687, https://leetcode.com/problems/pascals-triangle, Todo
875,Koko Eating Bananas,52.1%,Medium,0.07919704166119315, https://leetcode.com/problems/koko-eating-bananas, Todo
79,Word Search,35.6%,Medium,0.07847790263416941, https://leetcode.com/problems/word-search, Todo
67,Add Binary,45.2%,Easy,0.07835548390827937, https://leetcode.com/problems/add-binary, Todo
525,Contiguous Array,42.8%,Medium,0.07677630069592066, https://leetcode.com/problems/contiguous-array, Todo
399,Evaluate Division,51.6%,Medium,0.07536521894921006, https://leetcode.com/problems/evaluate-division, Todo
669,Trim a Binary Search Tree,63.0%,Easy,0.07445297819474968, https://leetcode.com/problems/trim-a-binary-search-tree, Todo
460,LFU Cache,34.2%,Hard,0.06836374280939023, https://leetcode.com/problems/lfu-cache, Todo
258,Add Digits,57.6%,Easy,0.06075860721222717, https://leetcode.com/problems/add-digits, Todo
114,Flatten Binary Tree to Linked List,49.3%,Medium,0.06042105947476499, https://leetcode.com/problems/flatten-binary-tree-to-linked-list, Todo
113,Path Sum II,46.7%,Medium,0.05964085390630209, https://leetcode.com/problems/path-sum-ii, Todo
102,Binary Tree Level Order Traversal,54.6%,Medium,0.056692473087026664, https://leetcode.com/problems/binary-tree-level-order-traversal, Todo
601,Human Traffic of Stadium,41.7%,Hard,0.05223119222544569, https://leetcode.com/problems/human-traffic-of-stadium, Todo
665,Non-decreasing Array,19.5%,Easy,0.05108036638098062, https://leetcode.com/problems/non-decreasing-array, Todo
681,Next Closest Time,45.0%,Medium,0.05045206096038863, https://leetcode.com/problems/next-closest-time, Todo
77,Combinations,54.7%,Medium,0.04928622947983693, https://leetcode.com/problems/combinations, Todo
547,Friend Circles,58.6%,Medium,0.04804286211474039, https://leetcode.com/problems/friend-circles, Todo
876,Middle of the Linked List,68.4%,Easy,0.046728740327781716, https://leetcode.com/problems/middle-of-the-linked-list, Todo
977,Squares of a Sorted Array,72.1%,Easy,0.046652914831048324, https://leetcode.com/problems/squares-of-a-sorted-array, Todo
205,Isomorphic Strings,39.8%,Easy,0.045397866271290506, https://leetcode.com/problems/isomorphic-strings, Todo
1051,Height Checker,71.1%,Easy,0.04510347333459475, https://leetcode.com/problems/height-checker, Todo
36,Valid Sudoku,48.7%,Medium,0.04452302288876419, https://leetcode.com/problems/valid-sudoku, Todo
545,Boundary of Binary Tree,38.9%,Medium,0.04158603377810283, https://leetcode.com/problems/boundary-of-binary-tree, Todo
647,Palindromic Substrings,60.6%,Medium,0.040968350772541844, https://leetcode.com/problems/palindromic-substrings, Todo
314,Binary Tree Vertical Order Traversal,45.3%,Medium,0.04007660092703385, https://leetcode.com/problems/binary-tree-vertical-order-traversal, Todo
686,Repeated String Match,32.3%,Easy,0.03984590854719967, https://leetcode.com/problems/repeated-string-match, Todo
203,Remove Linked List Elements,38.6%,Easy,0.0398221041810017, https://leetcode.com/problems/remove-linked-list-elements, Todo
380,Insert Delete GetRandom O(1),47.5%,Medium,0.038717635350707984, https://leetcode.com/problems/insert-delete-getrandom-o1, Todo
47,Permutations II,46.4%,Medium,0.038145268259690404, https://leetcode.com/problems/permutations-ii, Todo
402,Remove K Digits,28.4%,Medium,0.03755134565213245, https://leetcode.com/problems/remove-k-digits, Todo
1002,Find Common Characters,67.6%,Easy,0.03404262162737441, https://leetcode.com/problems/find-common-characters, Todo
404,Sum of Left Leaves,50.9%,Easy,0.031187558856704493, https://leetcode.com/problems/sum-of-left-leaves, Todo
703,Kth Largest Element in a Stream,49.7%,Easy,0.031004894819414507, https://leetcode.com/problems/kth-largest-element-in-a-stream, Todo
994,Rotting Oranges,49.2%,Medium,0.030179582027776965, https://leetcode.com/problems/rotting-oranges, Todo
695,Max Area of Island,62.7%,Medium,0.028321590863246118, https://leetcode.com/problems/max-area-of-island, Todo
709,To Lower Case,79.3%,Easy,0.02780531308033682, https://leetcode.com/problems/to-lower-case, Todo
159,Longest Substring with At Most Two Distinct Characters,49.4%,Medium,0.02717558537896476, https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters, Todo
877,Stone Game,64.8%,Medium,0.02486144206532915, https://leetcode.com/problems/stone-game, Todo
154,Find Minimum in Rotated Sorted Array II,41.6%,Hard,0.01898490812303644, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii, Todo
993,Cousins in Binary Tree,52.0%,Easy,0.017414458368636587, https://leetcode.com/problems/cousins-in-binary-tree, Todo
1365,How Many Numbers Are Smaller Than the Current Number,85.6%,Easy,0.015926721367078105, https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number, Todo
1192,Critical Connections in a Network,48.6%,Hard,0.01352742981715631, https://leetcode.com/problems/critical-connections-in-a-network, Todo
57,Insert Interval,33.5%,Hard,0.013119243592498872, https://leetcode.com/problems/insert-interval, Todo
700,Search in a Binary Search Tree,73.1%,Easy,0.008512500860171227, https://leetcode.com/problems/search-in-a-binary-search-tree, Todo
692,Top K Frequent Words,51.8%,Medium,0.007516006820935329, https://leetcode.com/problems/top-k-frequent-words, Todo
145,Binary Tree Postorder Traversal,55.0%,Hard,0.00751459482064135, https://leetcode.com/problems/binary-tree-postorder-traversal, Todo
1470,Shuffle the Array,88.9%,Easy,0.004527967890154029, https://leetcode.com/problems/shuffle-the-array, Todo
793,Preimage Size of Factorial Zeroes Function,40.3%,Hard,0, https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function, Todo
908,Smallest Range I,65.8%,Easy,0, https://leetcode.com/problems/smallest-range-i, Todo
910,Smallest Range II,26.6%,Medium,0, https://leetcode.com/problems/smallest-range-ii, Todo
